gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Community Services Aide III,07/25/2005,2005
F,FIN,Department of Finance,Accounts Payable,Fulltime-Regular,Fiscal Assistant,01/31/1994,1994
M,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff Sergeant,10/16/1989,1989
F,FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Master Firefighter/Rescuer,08/17/1998,1998
M,FRS,Fire and Rescue Services,Station 32,Fulltime-Regular,Fire/Rescue Captain,03/14/1986,1986
M,DGS,Department of General Services,Fleet Management Administration,Fulltime-Regular,Equipment Services Coordinator,05/31/2005,2005
F,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer II (PFC),06/02/2014,2014
F,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),09/24/2012,2012
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,03/17/2003,2003
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,05/12/2003,2003
M,DTS,Department of Technology Services,EASD Web and Mobile Applications,Fulltime-Regular,Senior Information Technology Specialist,08/08/2016,2016
M,FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Firefighter/Rescuer III,06/01/2010,2010
F,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),06/30/2003,2003
M,COR,Correction and Rehabilitation,PRRS Facility and Security,Fulltime-Regular,Resident Supervisor II,02/19/2002,2002
M,FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Firefighter/Rescuer II,03/10/2014,2014
M,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,HVAC Mechanic I,07/14/2014,2014
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,03/12/2013,2013
F,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),01/22/2001,2001
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,11/26/2007,2007
M,DOT,Department of Transportation,Transit Commuter Services,Fulltime-Regular,Transit Marketing Specialist,06/25/2007,2007
F,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,11/08/1999,1999
M,DTS,Department of Technology Services,ETSD Network Services,Fulltime-Regular,Information Technology Specialist I,07/02/1990,1990
F,CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",Fulltime-Regular,Assistant County Attorney III,10/08/2000,2000
F,HHS,Department of Health and Human Services,Head Start/Pre-K (Health),Fulltime-Regular,Community Health Nurse II,11/21/1988,1988
F,FIN,Department of Finance,Insurance,Fulltime-Regular,Manager III,10/10/1989,1989
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,01/05/2004,2004
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,04/12/1999,1999
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,11/04/2001,2001
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Transit Operations Supervisor,10/02/1978,1978
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,12/04/2006,2006
F,HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Fulltime-Regular,Social Worker III,02/05/1996,1996
F,LIB,Department of Public Libraries,Potomac Library,Parttime-Regular,Librarian I,08/08/1993,1993
M,DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Safety and Training Instructor,09/23/2013,2013
F,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,07/01/2013,2013
M,DLC,Department of Liquor Control,White Oak,Parttime-Regular,Liquor Store Clerk I,12/12/2005,2005
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,07/17/2012,2012
M,DLC,Department of Liquor Control,Fallsgrove,Fulltime-Regular,Liquor Store Clerk II,06/03/2012,2012
F,DLC,Department of Liquor Control,Customer Service,Fulltime-Regular,Alcohol Beverage Purchasing Specialist,12/26/2006,2006
M,HHS,Department of Health and Human Services,Facilities and Logistical Services,Fulltime-Regular,Office Clerk,07/17/2000,2000
M,DPS,Department of Permitting Services,Land Development Sediment Stormwater Plan Review,Fulltime-Regular,Senior Permitting Services Specialist,01/19/1988,1988
M,FRS,Fire and Rescue Services,Station 7,Fulltime-Regular,Firefighter/Rescuer III,03/27/2006,2006
F,POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,Fulltime-Regular,Police Officer III,02/03/2003,2003
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,04/18/1993,1993
M,FRS,Fire and Rescue Services,Station 15,Fulltime-Regular,Firefighter/Rescuer III,05/16/2005,2005
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,10/22/2001,2001
M,DLC,Department of Liquor Control,Cloverly,Parttime-Regular,Liquor Store Clerk I,01/04/2011,2011
M,DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Program Specialist II,07/17/1989,1989
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,08/11/2014,2014
M,DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Manager III,02/27/2012,2012
F,HHS,Department of Health and Human Services,Permanent Supportive Housing,Fulltime-Regular,Social Worker III,03/07/1994,1994
F,COR,Correction and Rehabilitation,DS Intake Classification and Re-Entry Services,Fulltime-Regular,Social Worker III,07/25/2016,2016
F,HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Community Health Nurse II,08/07/2006,2006
F,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),06/23/2008,2008
F,DTS,Department of Technology Services,COO Office - Management Services,Fulltime-Regular,Office Services Coordinator,09/19/1988,1988
M,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Emergency Communications Supervisor,01/05/2009,2009
F,POL,Department of Police,ISB Major Crimes Division Victim Witness Assistance Section,Fulltime-Regular,Client Assistance Specialist,05/30/2006,2006
M,DLC,Department of Liquor Control,Clarksburg Village,Fulltime-Regular,Liquor Store Clerk II,05/25/2008,2008
M,POL,Department of Police,FSB Security Services Division,Fulltime-Regular,Security Officer I,10/04/2004,2004
F,LIB,Department of Public Libraries,Potomac Library,Fulltime-Regular,Librarian II,05/16/1993,1993
M,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Fire/Rescue Lieutenant,03/27/2006,2006
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator III,09/23/1985,1985
M,FRS,Fire and Rescue Services,Station 26,Fulltime-Regular,Firefighter/Rescuer III,03/17/2008,2008
F,HHS,Department of Health and Human Services,Adult Protective Services - Nurse Assessment,Fulltime-Regular,Community Health Nurse II,03/17/2008,2008
M,FRS,Fire and Rescue Services,Station 24,Fulltime-Regular,Firefighter/Rescuer III,10/09/2006,2006
M,LIB,Department of Public Libraries,Quince Orchard Library,Fulltime-Regular,Library Assistant Supervisor,09/05/2007,2007
F,CUS,Community Use of Public Facilities,Silver Spring Civic Building,Fulltime-Regular,Administrative Specialist II,09/23/2013,2013
F,DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Safety and Training Instructor,09/19/2016,2016
M,FRS,Fire and Rescue Services,Fire and Explosive Investigations,Fulltime-Regular,Fire/Rescue Lieutenant,02/14/2000,2000
M,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),09/23/2013,2013
M,DGS,Department of General Services,Building Design and Construction,Fulltime-Regular,Capital Projects Manager,05/16/2005,2005
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),02/10/2014,2014
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Transit Coordinator,08/30/1998,1998
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer II,07/16/2012,2012
M,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Accountant/Auditor III,10/02/2000,2000
M,PRO,Office of Procurement,"Living Wage, Prevailing Wage and Equal Benefits",Fulltime-Regular,Program Manager II,12/27/2004,2004
F,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,10/01/2000,2000
M,FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Fire/Rescue Captain,08/17/1998,1998
M,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Emergency Communications Manager,08/05/1996,1996
F,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008
F,CCL,County Council,Council Members and Staff,Fulltime-Regular,Confidential Aide,01/21/2007,2007
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,12/15/2014,2014
M,FRS,Fire and Rescue Services,Station 33,Fulltime-Regular,Firefighter/Rescuer III,09/04/2007,2007
M,FRS,Fire and Rescue Services,Station 15,Fulltime-Regular,Fire/Rescue Lieutenant,12/13/2004,2004
F,HHS,Department of Health and Human Services,Service Coordination and Individual Support Services,Fulltime-Regular,Program Specialist II,05/16/2016,2016
M,HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Supervisor,02/13/1995,1995
M,FRS,Fire and Rescue Services,Fire Chief's Executive Office,Fulltime-Regular,Program Manager II,11/28/1989,1989
F,LIB,Department of Public Libraries,Quince Orchard Library,Fulltime-Regular,Library Associate,11/27/2011,2011
M,DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Program Specialist II,08/18/1988,1988
M,DLC,Department of Liquor Control,Hampden Lane,Fulltime-Regular,Liquor Store Manager,02/24/2002,2002
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader II,11/06/1989,1989
M,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,07/19/2004,2004
M,DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Mechanic Technician II,01/26/2004,2004
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,07/10/2000,2000
M,FRS,Fire and Rescue Services,Station 3,Fulltime-Regular,Master Firefighter/Rescuer,06/07/2004,2004
M,POL,Department of Police,PSB 5th District Station,Fulltime-Regular,Police Captain,08/07/1989,1989
M,COR,Correction and Rehabilitation,DS MCCF Custody and Security,Fulltime-Regular,Manager III,10/21/1984,1984
M,DTS,Department of Technology Services,COO Office - Project Mangement Office,Fulltime-Regular,Manager III,05/19/2003,2003
M,CCL,County Council,Council Members and Staff,Fulltime-Regular,Legislative Senior Aide III,03/19/2007,2007
M,FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Fire/Rescue Lieutenant,09/03/2002,2002
F,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Code Enforcement Inspector III,05/20/2013,2013
F,REC,Department of Recreation,Special Events,Fulltime-Regular,Recreation Specialist,12/31/1984,1984
M,HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Supervisory Therapist,09/05/2001,2001
F,CEC,Community Engagement Cluster,Silver Spring Urban District,Fulltime-Regular,Urban District Public Service Aide,11/15/2004,2004
F,POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,Fulltime-Regular,Master Police Officer,01/18/1994,1994
F,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Code Enforcement Inspector III,03/24/2014,2014
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,11/03/2015,2015
F,DEP,Department of Environmental Protection,Solid Waste Services Operations,Fulltime-Regular,Refuse Disposal Cashier,08/08/2016,2016
F,POL,Department of Police,ISB Family Crimes Division Family Outreach Section,Fulltime-Regular,Police Officer III,08/31/1998,1998
F,HHS,Department of Health and Human Services,Community Support Network for People with Disabilities,Fulltime-Regular,Program Manager I,06/16/2003,2003
M,DPS,Department of Permitting Services,Team 5 Green Building,Fulltime-Regular,Senior Permitting Services Specialist,03/03/1969,1969
F,COR,Correction and Rehabilitation,DS Inmate Records,Fulltime-Regular,Correctional Records Technician,09/07/1999,1999
M,DTS,Department of Technology Services,ESOD Data Center Operations,Fulltime-Regular,Senior Information Technology Specialist,10/28/1996,1996
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,09/08/2014,2014
F,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),02/14/2000,2000
M,FRS,Fire and Rescue Services,Emergency Medical Services,Fulltime-Regular,Fire/Rescue Captain,09/11/2000,2000
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,10/04/2004,2004
F,DLC,Department of Liquor Control,Cloverly,Parttime-Regular,Liquor Store Clerk I,12/01/2014,2014
F,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer II,01/28/2013,2013
M,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Manager III,02/02/1998,1998
M,LIB,Department of Public Libraries,Twinbrook Library,Parttime-Regular,Library Assistant I,01/12/1998,1998
M,POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,Fulltime-Regular,Police Officer II,08/12/2013,2013
M,DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Survey Crew Leader,05/15/2006,2006
M,FRS,Fire and Rescue Services,Fire and Rescue Occupational Medical Services,Fulltime-Regular,Fire/Rescue Captain,08/27/1990,1990
M,DOT,Department of Transportation,Transit COS Passenger Facilities,Fulltime-Regular,Work Force Leader II,12/31/2001,2001
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Manager II,08/10/1992,1992
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,03/29/1999,1999
M,FRS,Fire and Rescue Services,Rescue 2,Fulltime-Regular,Firefighter/Rescuer III,09/02/2008,2008
F,HHS,Department of Health and Human Services,Emergency Housing Assistance,Fulltime-Regular,Social Worker III,05/17/2004,2004
M,POL,Department of Police,FSB Traffic Division School Safety Section,Fulltime-Regular,Master Police Officer,02/25/1985,1985
